DeviceID: MARS-HOMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runTime,packetNumber,status,errorString,limb,calib,limbkinparam,limbdynparam,angle1,angle2,angle3,angle4,force,torque,epx,epy,epz,phi1,phi2,phi3,imuangle1,imuangle2,imuangle3,imuangle4,marbtn,calibbtn,target,desired,control,simulateAng1JumpCmd
49.89,4748,51,NOERROR,2,1,,,-55.77741,-4.373018,4.129342,18.70797,2.525933,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-59.94888,-1767.083,0
49.898,4749,51,NOERROR,2,1,,,-55.9762,-4.285128,4.129342,18.70797,2.525933,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-60.16275,-2011.874,0
49.905,4750,51,NOERROR,2,1,,,-56.17457,-4.285128,4.129342,18.70797,2.535824,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-60.34952,-1789.404,0
49.913,4751,51,NOERROR,2,1,,,-56.37169,-4.285128,4.129342,18.70797,2.547663,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-60.5625,-2024.112,0
49.92,4752,51,NOERROR,2,1,,,-56.56757,-4.285128,4.129342,18.70797,2.547663,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-60.74847,-1812.696,0
49.928,4753,51,NOERROR,2,1,,,-56.76221,-4.285128,4.129342,18.70797,2.556205,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-60.96063,-2044.345,0
49.935,4754,51,NOERROR,2,1,,,-56.95601,-4.285128,4.129342,18.70797,2.563998,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-61.14579,-1833.503,0
49.943,4755,51,NOERROR,2,1,,,-57.14567,-4.285128,4.129342,18.70797,2.563998,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-61.35692,-2084.631,0
49.95,4756,51,NOERROR,2,1,,,-57.33698,-4.285128,4.129342,18.70797,2.575687,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-61.54125,-1860.525,0
49.958,4757,51,NOERROR,2,1,,,-57.52788,-4.285128,4.217232,18.70797,2.575687,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-61.75142,-2079.129,0
49.965,4758,51,NOERROR,2,1,,,-57.71588,-4.285128,4.217232,18.70797,2.586028,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-61.93492,-1894.692,0
49.972,4759,51,NOERROR,2,1,,,-57.90927,-4.197237,4.217232,18.70797,2.600265,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-62.118,-1841.195,0
49.98,4760,51,NOERROR,2,1,,,-58.09768,-4.197237,4.217232,18.70797,2.600265,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-62.32674,-2096.336,0
49.987,4761,51,NOERROR,2,1,,,-58.28318,-4.197237,4.217232,18.70797,2.609856,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-62.50896,-1916.281,0
49.995,4762,51,NOERROR,2,1,,,-58.46993,-4.197237,4.217232,18.70797,2.609856,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-62.71669,-2114.496,0
50.002,4763,51,NOERROR,2,1,,,-58.65585,-4.197237,4.305123,18.70797,2.622294,,,,,,,,2.864355,-2.266018,4.189198,18.74351,1,,-89.5994,-62.89803,-1918.502,0
