DeviceID: MARS-HOMER
runTime,packetNumber,status,errorString,limb,calib,limbkinparam,limbdynparam,angle1,angle2,angle3,angle4,force,torque,epx,epy,epz,phi1,phi2,phi3,imuangle1,imuangle2,imuangle3,imuangle4,marbtn,calibbtn,target,desired,control
1736.7,6549,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3177085,,,,,,,,-2.748007,2.953003,-1.281421,36.20714,1,,999,999,0
1736.713,6550,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3171091,,,,,,,,-2.796922,2.872493,-0.8937176,35.70986,1,,999,999,0
1736.725,6551,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3163598,,,,,,,,-2.59022,2.535214,-0.7257424,36.12281,1,,999,999,0
1736.738,6552,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3163598,,,,,,,,-2.642228,2.399177,-0.9046007,36.48632,1,,999,999,0
1736.75,6553,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3144116,,,,,,,,-2.637163,2.264673,-0.5074283,36.29029,1,,999,999,0
1736.763,6554,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3130628,,,,,,,,-2.609669,2.915723,-0.752552,35.4668,1,,999,999,0
1736.775,6555,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.313962,,,,,,,,-2.688571,2.633922,-0.7804716,35.87999,1,,999,999,0
1736.788,6556,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3148611,,,,,,,,-2.686168,2.718062,-0.7335647,35.74601,1,,999,999,0
1736.8,6557,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3169592,,,,,,,,-2.572392,2.646965,-0.8935605,35.87072,1,,999,999,0
1736.812,6558,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3168094,,,,,,,,-2.790823,2.779725,-0.6565617,35.54915,1,,999,999,0
1736.825,6559,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3184579,,,,,,,,-2.687924,2.531641,-0.8449078,35.77557,1,,999,999,0
1736.837,6560,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3186077,,,,,,,,-2.485508,2.718105,-0.7968963,35.73219,1,,999,999,0
1736.85,6561,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3195069,,,,,,,,-2.665217,2.927921,-1.264196,36.07293,1,,999,999,0
1736.862,6562,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.318308,,,,,,,,-2.417431,2.376354,-0.4105471,35.78497,1,,999,999,0
1736.875,6563,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.318308,,,,,,,,-2.712624,2.556665,-0.6340552,35.65289,1,,999,999,0
1736.887,6564,48,NOERROR,0,0,,,-1.911905,-1.318359,-0.1757813,-118.916,0.3180083,,,,,,,,-2.619724,2.79551,-0.9891089,35.94437,1,,999,999,0
1736.9,6565,48,NOERROR,0,0,,,-1.911905,-1.40625,-0.1757813,-118.916,0.3184579,,,,,,,,-2.521718,2.437568,-0.6489564,36.02545,1,,999,999,0
1736.912,6566,48,NOERROR,0,0,,,-1.911905,-1.40625,-0.1757813,-118.916,0.319357,,,,,,,,-2.721649,2.508332,-0.5607203,35.92488,1,,999,999,0
1736.924,6567,48,NOERROR,0,0,,,-1.911905,-1.40625,-0.1757813,-118.916,0.3196568,,,,,,,,-2.642547,2.573035,-0.5904039,35.81542,1,,999,999,0
1736.937,6568,48,NOERROR,0,0,,,-1.911905,-1.40625,-0.1757813,-118.916,0.3190573,,,,,,,,-2.819367,2.548959,-0.8908969,36.04487,1,,999,999,0
1736.949,6569,48,NOERROR,0,0,,,-1.911905,-1.40625,-0.1757813,-118.916,0.3199565,,,,,,,,-2.623932,2.973356,-1.321993,36.24227,1,,999,999,0
1736.962,6570,48,NOERROR,0,0,,,-1.911905,-1.40625,-0.1757813,-118.916,0.3198066,,,,,,,,-2.614873,2.646545,-0.9840363,36.12915,1,,999,999,0
