DeviceID: MARS-HOMER
runTime,packetNumber,status,errorString,limb,calib,limbkinparam,limbdynparam,angle1,angle2,angle3,angle4,force,torque,epx,epy,epz,phi1,phi2,phi3,imuangle1,imuangle2,imuangle3,imuangle4,marbtn,calibbtn,target,desired,control
1475.741,51123,48,NOERROR,0,0,,,-2.36716,-1.669922,0.3515625,-144.0527,0.5957035,,,,,,,,-2.953916,2.495818,-0.5102847,8.599316,1,,999,999,0
1475.753,51124,48,NOERROR,0,0,,,-2.36716,-1.669922,0.3515625,-144.0527,0.594055,,,,,,,,-3.10389,2.182604,-0.04808581,8.34205,1,,999,999,0
1475.765,51125,48,NOERROR,0,0,,,-2.36716,-1.669922,0.3515625,-144.0527,0.594055,,,,,,,,-3.203617,2.326407,-0.07467446,8.109855,1,,999,999,0
1475.778,51126,48,NOERROR,0,0,,,-2.36716,-1.669922,0.3515625,-144.0527,0.594055,,,,,,,,-2.974591,2.356462,-0.4519402,8.652476,1,,999,999,0
1475.79,51127,48,NOERROR,0,0,,,-2.36716,-1.669922,0.3515625,-144.0527,0.5948043,,,,,,,,-2.97565,2.28831,-0.2404156,8.522297,1,,999,999,0
1475.803,51128,48,NOERROR,0,0,,,-2.36716,-1.757813,0.3515625,-144.0527,0.5945046,,,,,,,,-3.145219,2.658304,-0.581057,8.298403,1,,999,999,0
1475.815,51129,48,NOERROR,0,0,,,-2.367575,-1.757813,0.3515625,-144.0527,0.5927063,,,,,,,,-3.230825,2.310808,-0.269391,8.490043,1,,999,999,-0.0009572055
1475.828,51130,48,NOERROR,0,0,,,-2.367575,-1.757813,0.3515625,-144.0527,0.591957,,,,,,,,-3.290126,2.615682,-0.4211399,8.053557,1,,999,999,0
1475.84,51131,48,NOERROR,0,0,,,-2.367575,-1.757813,0.3515625,-144.0527,0.5918071,,,,,,,,-3.158212,2.584864,-0.5007842,8.091788,1,,999,999,0
1475.853,51132,48,NOERROR,0,0,,,-2.367575,-1.757813,0.3515625,-144.0527,0.5910578,,,,,,,,-3.344128,2.988517,-0.4558238,7.980938,1,,999,999,0
1475.865,51133,48,NOERROR,0,0,,,-2.367575,-1.757813,0.3515625,-144.0527,0.589709,,,,,,,,-3.1734,2.234375,-0.1700525,8.29758,1,,999,999,0
