DeviceID: MARS-HOMER
runTime,packetNumber,status,errorString,limb,calib,limbkinparam,limbdynparam,angle1,angle2,angle3,angle4,force,epx,epy,epz,phi1,phi2,phi3,imuangle1,imuangle2,imuangle3,marbtn,calibbtn
127.548,9606,35,NOERROR,2,1,1,0,-88.5863,-0.1666222,-100.21,67.6026,14.95687,0.01042579,-0.4224554,0.2876221,-88.5863,23.33723,-56.67136,-88,-1,8,1,1
127.561,9607,35,NOERROR,2,1,1,0,-88.5863,-0.1666222,-100.21,67.69049,14.95539,0.01042579,-0.4224554,0.2876221,-88.5863,23.33723,-56.67136,-88,-1,7,1,1
127.575,9608,35,NOERROR,2,1,1,0,-88.5863,-0.2545128,-100.21,67.69049,14.95391,0.01041489,-0.4220138,0.28827,-88.5863,23.3398,-56.93301,-88,-1,7,1,1
127.588,9609,35,NOERROR,2,1,1,0,-88.5863,-0.2545128,-100.21,67.77838,14.9449,0.01041489,-0.4220138,0.28827,-88.5863,23.3398,-56.93301,-88,-1,7,1,1
127.601,9610,35,NOERROR,2,1,1,0,-88.5863,-0.2545128,-100.21,67.77838,14.9271,0.01041489,-0.4220138,0.28827,-88.5863,23.3398,-56.93301,-88,0,6,1,1
127.614,9611,35,NOERROR,2,1,1,0,-88.5863,-0.3424034,-100.2979,67.86627,14.90448,0.01039314,-0.4211326,0.2888351,-88.5863,23.43451,-57.43032,-88,-1,7,1,1
127.628,9612,35,NOERROR,2,1,1,0,-88.5863,-0.3424034,-100.2979,67.95416,14.8807,0.01039314,-0.4211326,0.2888351,-88.5863,23.43451,-57.43032,-88,-1,7,1,1
127.641,9613,35,NOERROR,2,1,1,0,-88.5863,-0.430294,-100.3857,68.04205,14.85311,0.01037138,-0.4202508,0.2893976,-88.5863,23.52767,-57.92374,-88,-1,7,1,1
127.654,9614,35,NOERROR,2,1,1,0,-88.5863,-0.430294,-100.4736,68.12994,14.8228,0.01036056,-0.4198125,0.2893135,-88.5863,23.61941,-58.1576,-88,-1,7,1,1
127.667,9615,35,NOERROR,2,1,1,0,-88.5863,-0.430294,-100.5615,68.21783,14.79427,0.01034975,-0.4193744,0.2892287,-88.5863,23.71093,-58.39051,-87,-1,7,1,1
127.681,9616,35,NOERROR,2,1,1,0,-88.5863,-0.430294,-100.6494,68.39362,14.76948,0.01033894,-0.4189364,0.2891432,-88.5863,23.80218,-58.62249,-87,-1,6,1,1
127.694,9617,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-100.7373,68.48151,14.74788,0.01031718,-0.4180548,0.289699,-88.5863,23.89189,-59.10667,-87,-1,6,1,1
127.707,9618,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-100.8252,68.65729,14.74166,0.01030638,-0.4176171,0.2896115,-88.5863,23.98224,-59.336,-87,-2,7,1,1
127.72,9619,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-100.9131,68.74518,14.74166,0.01029559,-0.4171797,0.2895234,-88.5863,24.07234,-59.5644,-87,-2,7,1,1
127.734,9620,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.001,68.83307,14.73886,0.01028479,-0.4167423,0.2894346,-88.5863,24.16222,-59.79196,-87,-1,6,1,1
127.747,9621,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.001,68.92096,14.74663,0.01028479,-0.4167423,0.2894346,-88.5863,24.16222,-59.79196,-87,-1,5,1,1
127.76,9622,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.0889,69.00885,14.74663,0.010274,-0.4163052,0.2893451,-88.5863,24.25183,-60.01863,-88,-1,5,1,1
127.773,9623,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.1768,69.09674,14.74601,0.01026322,-0.4158681,0.2892549,-88.5863,24.34123,-60.24447,-88,-1,5,1,1
127.787,9624,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.2646,69.09674,14.7537,0.01025243,-0.4154311,0.2891641,-88.5863,24.43039,-60.46945,-88,-1,4,1,1
127.8,9625,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.2646,69.18463,14.76925,0.01025243,-0.4154311,0.2891641,-88.5863,24.43039,-60.46945,-88,0,4,1,1
127.813,9626,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.3525,69.27252,14.77935,0.01024166,-0.4149944,0.2890726,-88.5863,24.5193,-60.69357,-88,-1,5,1,1
127.826,9627,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.3525,69.36041,14.78697,0.01024166,-0.4149944,0.2890726,-88.5863,24.5193,-60.69357,-88,0,4,1,1
127.84,9628,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.3525,69.4483,14.79148,0.01024166,-0.4149944,0.2890726,-88.5863,24.5193,-60.69357,-88,0,5,1,1
127.853,9629,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.4404,69.53619,14.79148,0.01023088,-0.4145578,0.2889805,-88.5863,24.60798,-60.91688,-88,0,5,1,1
127.866,9630,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.4404,69.62408,14.79536,0.01023088,-0.4145578,0.2889805,-88.5863,24.60798,-60.91688,-88,0,5,1,1
127.88,9631,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.4404,69.71198,14.79855,0.01023088,-0.4145578,0.2889805,-88.5863,24.60798,-60.91688,-88,0,4,1,1
127.893,9632,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.4404,69.88776,14.79816,0.01023088,-0.4145578,0.2889805,-88.5863,24.60798,-60.91688,-88,0,5,1,1
127.906,9633,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.5283,69.97565,14.79054,0.01022011,-0.4141213,0.2888876,-88.5863,24.69646,-61.13937,-88,0,5,1,1
127.919,9634,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.5283,70.06354,14.78277,0.01022011,-0.4141213,0.2888876,-88.5863,24.69646,-61.13937,-88,-1,6,1,1
127.933,9635,35,NOERROR,2,1,1,0,-88.5863,-0.5181847,-101.5283,70.15143,14.76785,0.01022011,-0.4141213,0.2888876,-88.5863,24.69646,-61.13937,-89,-1,6,1,1
127.946,9636,35,NOERROR,2,1,1,0,-88.5863,-0.6060753,-101.5283,70.23932,14.75907,0.01020916,-0.4136778,0.2895227,-88.5863,24.69167,-61.38414,-88,0,6,1,1
127.959,9637,35,NOERROR,2,1,1,0,-88.5863,-0.6060753,-101.5283,70.23932,14.74345,0.01020916,-0.4136778,0.2895227,-88.5863,24.69167,-61.38414,-88,0,5,1,1
127.972,9638,35,NOERROR,2,1,1,0,-88.5863,-0.6060753,-101.5283,70.32721,14.72464,0.01020916,-0.4136778,0.2895227,-88.5863,24.69167,-61.38414,-88,0,5,1,1
127.986,9639,35,NOERROR,2,1,1,0,-88.5863,-0.6060753,-101.5283,70.32721,14.70909,0.01020916,-0.4136778,0.2895227,-88.5863,24.69167,-61.38414,-88,0,5,1,1
127.999,9640,35,NOERROR,2,1,1,0,-88.5863,-0.6060753,-101.5283,70.32721,14.70163,0.01020916,-0.4136778,0.2895227,-88.5863,24.69167,-61.38414,-88,0,5,1,1
128.012,9641,35,NOERROR,2,1,1,0,-88.5863,-0.6060753,-101.5283,70.32721,14.69161,0.01020916,-0.4136778,0.2895227,-88.5863,24.69167,-61.38414,-88,0,5,1,1
128.025,9642,35,NOERROR,2,1,1,0,-88.5863,-0.6939659,-101.5283,70.32721,14.68539,0.01019819,-0.4132333,0.2901572,-88.5863,24.68642,-61.62813,-88,-1,5,1,1
128.039,9643,35,NOERROR,2,1,1,0,-88.5863,-0.6939659,-101.5283,70.32721,14.67645,0.01019819,-0.4132333,0.2901572,-88.5863,24.68642,-61.62813,-88,-1,6,1,1
128.052,9644,35,NOERROR,2,1,1,0,-88.5863,-0.6939659,-101.4404,70.32721,14.67117,0.01020896,-0.4136695,0.2902513,-88.5863,24.59859,-61.40718,-88,0,5,1,1
128.065,9645,35,NOERROR,2,1,1,0,-88.5863,-0.6939659,-101.4404,70.32721,14.66844,0.01020896,-0.4136695,0.2902513,-88.5863,24.59859,-61.40718,-88,-1,6,1,1
128.078,9646,35,NOERROR,2,1,1,0,-88.5863,-0.6939659,-101.4404,70.32721,14.66946,0.01020896,-0.4136695,0.2902513,-88.5863,24.59859,-61.40718,-88,0,5,1,1
128.092,9647,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-101.4404,70.32721,14.67031,0.01019796,-0.4132239,0.2908857,-88.5863,24.5932,-61.65108,-88,0,5,1,1
128.105,9648,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-101.4404,70.32721,14.67295,0.01019796,-0.4132239,0.2908857,-88.5863,24.5932,-61.65108,-88,-1,5,1,1
128.118,9649,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-101.4404,70.32721,14.68049,0.01019796,-0.4132239,0.2908857,-88.5863,24.5932,-61.65108,-88,-1,5,1,1
128.131,9650,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-101.3525,70.32721,14.6923,0.01020873,-0.4136601,0.2909799,-88.5863,24.50546,-61.4301,-88,-1,5,1,1
128.145,9651,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-101.3525,70.32721,14.70459,0.01020873,-0.4136601,0.2909799,-88.5863,24.50546,-61.4301,-88,-2,6,1,1
128.158,9652,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-101.3525,70.32721,14.70373,0.01020873,-0.4136601,0.2909799,-88.5863,24.50546,-61.4301,-88,-1,6,1,1
128.171,9653,35,NOERROR,2,1,1,0,-88.5863,-0.8697472,-101.2646,70.23932,14.71399,0.01020847,-0.4136496,0.2917085,-88.5863,24.41229,-61.45296,-87,-2,6,1,1
128.184,9654,35,NOERROR,2,1,1,0,-88.5863,-0.8697472,-101.2646,70.23932,14.72129,0.01020847,-0.4136496,0.2917085,-88.5863,24.41229,-61.45296,-87,-2,6,1,1
128.198,9655,35,NOERROR,2,1,1,0,-88.5863,-0.8697472,-101.1768,70.15143,14.73132,0.01021924,-0.414086,0.291802,-88.5863,24.32446,-61.23115,-87,-2,6,1,1
128.211,9656,35,NOERROR,2,1,1,0,-88.5863,-0.8697472,-101.0889,70.15143,14.74197,0.01023001,-0.4145224,0.2918948,-88.5863,24.23638,-61.00855,-88,-1,6,1,1
128.224,9657,35,NOERROR,2,1,1,0,-88.5863,-0.8697472,-101.001,70.06354,14.75619,0.01024078,-0.4149591,0.2919869,-88.5863,24.1481,-60.78513,-88,0,5,1,1
128.237,9658,35,NOERROR,2,1,1,0,-88.5863,-0.8697472,-101.001,69.97565,14.77694,0.01024078,-0.4149591,0.2919869,-88.5863,24.1481,-60.78513,-88,0,5,1,1
128.251,9659,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.9131,69.79987,14.78813,0.01026261,-0.4158433,0.2914407,-88.5863,24.0635,-60.31309,-88,0,4,1,1
128.264,9660,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.8252,69.79987,14.81666,0.01027339,-0.4162804,0.2915308,-88.5863,23.97441,-60.08717,-88,0,5,1,1
128.277,9661,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.7373,69.71198,14.82816,0.01028418,-0.4167175,0.2916203,-88.5863,23.88509,-59.86042,-88,0,5,1,1
128.29,9662,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.6494,69.62408,14.84301,0.01029497,-0.4171549,0.2917091,-88.5863,23.79553,-59.6328,-88,0,5,1,1
128.304,9663,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.5615,69.62408,14.87821,0.01030577,-0.4175923,0.2917973,-88.5863,23.70574,-59.4043,-88,-1,6,1,1
128.317,9664,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.5615,69.53619,14.90293,0.01030577,-0.4175923,0.2917973,-88.5863,23.70574,-59.4043,-88,-1,6,1,1
128.33,9665,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.4736,69.53619,14.92966,0.01031657,-0.41803,0.2918847,-88.5863,23.61569,-59.17495,-88,0,6,1,1
128.343,9666,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.3857,69.4483,14.95314,0.01032737,-0.4184677,0.2919715,-88.5863,23.52537,-58.9447,-88,-1,6,1,1
128.357,9667,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.2979,69.4483,14.98298,0.01033818,-0.4189056,0.2920576,-88.5863,23.43482,-58.71354,-88,-1,6,1,1
128.37,9668,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.2979,69.36041,14.99946,0.01033818,-0.4189056,0.2920576,-88.5863,23.43482,-58.71354,-88,0,6,1,1
128.383,9669,35,NOERROR,2,1,1,0,-88.5863,-0.7818565,-100.21,69.27252,15.01803,0.01034899,-0.4193436,0.2921431,-88.5863,23.34398,-58.48145,-88,0,5,1,1
128.396,9670,35,NOERROR,2,1,1,0,-88.58588,-0.7818565,-100.1221,69.18463,15.03832,0.01036285,-0.4197816,0.2922279,-88.58588,23.25288,-58.24847,-88,0,6,1,1
128.41,9671,35,NOERROR,2,1,1,0,-88.58588,-0.7818565,-100.0342,69.09674,15.06482,0.01037367,-0.4202199,0.292312,-88.58588,23.16154,-58.01458,-88,-1,7,1,1
128.423,9672,35,NOERROR,2,1,1,0,-88.58588,-0.7818565,-100.0342,69.00885,15.08596,0.01037367,-0.4202199,0.292312,-88.58588,23.16154,-58.01458,-88,0,6,1,1
128.436,9673,35,NOERROR,2,1,1,0,-88.58588,-0.7818565,-99.94629,69.00885,15.10959,0.0103845,-0.4206583,0.2923954,-88.58588,23.06992,-57.77971,-88,-1,6,1,1
128.449,9674,35,NOERROR,2,1,1,0,-88.58588,-0.7818565,-99.8584,68.92096,15.15109,0.01039532,-0.4210968,0.2924781,-88.58588,22.978,-57.54393,-88,-1,6,1,1
128.463,9675,35,NOERROR,2,1,1,0,-88.58547,-0.7818565,-99.8584,68.83307,15.18536,0.01039833,-0.4210967,0.2924781,-88.58547,22.978,-57.54391,-88,0,6,1,1
128.476,9676,35,NOERROR,2,1,1,0,-88.58547,-0.7818565,-99.77051,68.83307,15.2163,0.01040916,-0.4215353,0.2925602,-88.58547,22.88584,-57.30716,-88,0,6,1,1
128.489,9677,35,NOERROR,2,1,1,0,-88.58547,-0.7818565,-99.68262,68.74518,15.25508,0.01042,-0.4219742,0.2926417,-88.58547,22.79332,-57.06939,-88,-1,6,1,1
128.502,9678,35,NOERROR,2,1,1,0,-88.58547,-0.7818565,-99.68262,68.65729,15.28283,0.01042,-0.4219742,0.2926417,-88.58547,22.79332,-57.06939,-88,-1,6,1,1
128.516,9679,35,NOERROR,2,1,1,0,-88.58547,-0.7818565,-99.59473,68.65729,15.31733,0.01043084,-0.422413,0.2927224,-88.58547,22.70057,-56.83071,-88,0,6,1,1
128.529,9680,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.50684,68.5694,15.33925,0.01044475,-0.4228519,0.2928025,-88.58506,22.60752,-56.591,-88,-1,6,1,1
128.542,9681,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.50684,68.5694,15.37508,0.01044475,-0.4228519,0.2928025,-88.58506,22.60752,-56.591,-88,-1,6,1,1
128.555,9682,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.41895,68.48151,15.39459,0.0104556,-0.4232911,0.2928818,-88.58506,22.51415,-56.35026,-88,-1,6,1,1
128.569,9683,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.41895,68.48151,15.43143,0.0104556,-0.4232911,0.2928818,-88.58506,22.51415,-56.35026,-88,-1,6,1,1
128.582,9684,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.33105,68.48151,15.46329,0.01046645,-0.4237303,0.2929606,-88.58506,22.42051,-56.10852,-88,-1,6,1,1
128.595,9685,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.33105,68.39362,15.47985,0.01046645,-0.4237303,0.2929606,-88.58506,22.42051,-56.10852,-88,0,6,1,1
128.608,9686,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.24316,68.39362,15.50169,0.0104773,-0.4241697,0.2930386,-88.58506,22.32651,-55.86574,-88,-1,7,1,1
128.622,9687,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.24316,68.30573,15.51319,0.0104773,-0.4241697,0.2930386,-88.58506,22.32651,-55.86574,-88,-1,7,1,1
128.635,9688,35,NOERROR,2,1,1,0,-88.58506,-0.7818565,-99.15527,68.30573,15.52314,0.01048816,-0.4246092,0.293116,-88.58506,22.23223,-55.62193,-88,0,6,1,1
128.648,9689,35,NOERROR,2,1,1,0,-88.58464,-0.7818565,-99.15527,68.30573,15.52679,0.01049125,-0.4246092,0.293116,-88.58464,22.23223,-55.62191,-88,0,5,1,1
128.661,9690,35,NOERROR,2,1,1,0,-88.58464,-0.7818565,-99.15527,68.21783,15.52749,0.01049125,-0.4246092,0.293116,-88.58464,22.23223,-55.62191,-88,0,6,1,1
128.675,9691,35,NOERROR,2,1,1,0,-88.58464,-0.7818565,-99.06738,68.21783,15.52563,0.01050211,-0.4250487,0.2931927,-88.58464,22.13762,-55.37708,-88,0,6,1,1
128.688,9692,35,NOERROR,2,1,1,0,-88.58464,-0.7818565,-99.06738,68.21783,15.52881,0.01050211,-0.4250487,0.2931927,-88.58464,22.13762,-55.37708,-88,-1,6,1,1
128.701,9693,35,NOERROR,2,1,1,0,-88.58464,-0.7818565,-99.06738,68.21783,15.52765,0.01050211,-0.4250487,0.2931927,-88.58464,22.13762,-55.37708,-88,0,6,1,1
128.714,9694,35,NOERROR,2,1,1,0,-88.58464,-0.7818565,-99.06738,68.21783,15.51156,0.01050211,-0.4250487,0.2931927,-88.58464,22.13762,-55.37708,-88,0,6,1,1
128.728,9695,35,NOERROR,2,1,1,0,-88.58464,-0.7818565,-99.06738,68.21783,15.5149,0.01050211,-0.4250487,0.2931927,-88.58464,22.13762,-55.37708,-88,0,6,1,1
128.741,9696,35,NOERROR,2,1,1,0,-88.58464,-0.6939659,-99.06738,68.21783,15.50449,0.0105132,-0.4254978,0.2925401,-88.58464,22.13303,-55.10867,-88,0,6,1,1
128.754,9697,35,NOERROR,2,1,1,0,-88.58464,-0.6939659,-99.06738,68.21783,15.51078,0.0105132,-0.4254978,0.2925401,-88.58464,22.13303,-55.10867,-88,-1,6,1,1
128.767,9698,35,NOERROR,2,1,1,0,-88.58423,-0.6939659,-99.06738,68.21783,15.51443,0.0105163,-0.4254978,0.2925401,-88.58423,22.13303,-55.10864,-88,-1,7,1,1
128.781,9699,35,NOERROR,2,1,1,0,-88.58423,-0.6939659,-99.06738,68.21783,15.51436,0.0105163,-0.4254978,0.2925401,-88.58423,22.13303,-55.10864,-88,-1,6,1,1
128.794,9700,35,NOERROR,2,1,1,0,-88.58423,-0.6939659,-99.06738,68.21783,15.51436,0.0105163,-0.4254978,0.2925401,-88.58423,22.13303,-55.10864,-88,-1,6,1,1
128.807,9701,35,NOERROR,2,1,1,0,-88.58423,-0.6939659,-99.06738,68.21783,15.51754,0.0105163,-0.4254978,0.2925401,-88.58423,22.13303,-55.10864,-88,-1,6,1,1
128.82,9702,35,NOERROR,2,1,1,0,-88.58423,-0.6939659,-99.06738,68.21783,15.52275,0.0105163,-0.4254978,0.2925401,-88.58423,22.13303,-55.10864,-88,0,5,1,1
128.834,9703,35,NOERROR,2,1,1,0,-88.58423,-0.6939659,-99.06738,68.21783,15.51498,0.0105163,-0.4254978,0.2925401,-88.58423,22.13303,-55.10864,-88,-1,6,1,1
128.847,9704,35,NOERROR,2,1,1,0,-88.58423,-0.6939659,-99.06738,68.12994,15.52516,0.0105163,-0.4254978,0.2925401,-88.58423,22.13303,-55.10864,-88,-1,6,1,1
128.86,9705,35,NOERROR,2,1,1,0,-88.58423,-0.6939659,-99.06738,68.12994,15.51894,0.0105163,-0.4254978,0.2925401,-88.58423,22.13303,-55.10864,-88,0,6,1,1
