DeviceID: MARS-HOMER
runTime,packetNumber,status,errorString,limb,calib,limbkinparam,limbdynparam,angle1,angle2,angle3,angle4,force,epx,epy,epz,phi1,phi2,phi3,imuangle1,imuangle2,imuangle3,marbtn,calibbtn
137.78,10376,35,NOERROR,2,1,1,0,-88.57011,9.061893,-127.4561,92.73932,14.95275,0.008252045,-0.330588,0.1811788,-88.57011,50.87432,-87.33144,-89,0,6,1,1
137.793,10377,35,NOERROR,2,1,1,0,-88.57011,8.886112,-127.3682,92.38776,14.96013,0.008247922,-0.3304228,0.1824056,-88.57011,50.76011,-87.5631,-89,-1,7,1,1
137.806,10378,35,NOERROR,2,1,1,0,-88.57011,8.710331,-127.1924,91.9483,14.96767,0.008253487,-0.3306457,0.1838458,-88.57011,50.56119,-87.68286,-89,-1,6,1,1
137.82,10379,35,NOERROR,2,1,1,0,-88.57011,8.53455,-127.0166,91.59674,14.97599,0.008258938,-0.3308641,0.1852866,-88.57011,50.36182,-87.80201,-89,0,6,1,1
137.833,10380,35,NOERROR,2,1,1,0,-88.57011,8.358768,-126.8408,91.15729,14.9843,0.00826428,-0.3310781,0.1867281,-88.57011,50.16198,-87.92049,-89,0,6,1,1
137.846,10381,35,NOERROR,2,1,1,0,-88.57011,8.182987,-126.665,90.80573,14.99231,0.008269511,-0.3312877,0.1881702,-88.57011,49.96168,-88.03835,-89,-1,6,1,1
137.859,10382,35,NOERROR,2,1,1,0,-88.57011,8.007206,-126.4893,90.36627,15.00109,0.008274632,-0.3314928,0.189613,-88.57011,49.76092,-88.15558,-89,0,5,1,1
137.873,10383,35,NOERROR,2,1,1,0,-88.57011,7.831425,-126.3135,89.92682,15.00536,0.008279642,-0.3316935,0.1910564,-88.57011,49.5597,-88.27216,-89,0,5,1,1
137.886,10384,35,NOERROR,2,1,1,0,-88.57011,7.567753,-126.2256,89.57526,15.01119,0.008267385,-0.3312025,0.1927956,-88.57011,49.42406,-88.67413,-89,0,5,1,1
137.899,10385,35,NOERROR,2,1,1,0,-88.57011,7.391972,-126.0498,89.1358,15.01912,0.008272119,-0.3313922,0.1942405,-88.57011,49.2215,-88.78992,-89,0,5,1,1
137.912,10386,35,NOERROR,2,1,1,0,-88.57011,7.21619,-125.874,88.69635,15.02448,0.008276742,-0.3315774,0.1956859,-88.57011,49.01848,-88.90509,-89,0,5,1,1
137.926,10387,35,NOERROR,2,1,1,0,-88.57011,7.040409,-125.6982,88.34479,15.03078,0.008281254,-0.3317581,0.197132,-88.57011,48.815,-89.01961,-89,0,5,1,1
137.939,10388,35,NOERROR,2,1,1,0,-88.57011,6.864628,-125.5225,87.90533,15.03637,0.008285657,-0.3319345,0.1985785,-88.57011,48.61106,-89.13348,-89,0,5,1,1
137.952,10389,35,NOERROR,2,1,1,0,-88.57011,6.688847,-125.3467,87.46588,15.04399,0.008289947,-0.3321064,0.2000256,-88.57011,48.40667,-89.24671,-89,0,4,1,1
137.965,10390,35,NOERROR,2,1,1,0,-88.57011,6.425175,-125.1709,87.02643,15.04858,0.008286406,-0.3319645,0.2019829,-88.57011,48.18211,-89.53152,-89,0,5,1,1
137.979,10391,35,NOERROR,2,1,1,0,-88.57011,6.249393,-124.9951,86.58698,15.05542,0.008290419,-0.3321253,0.2034312,-88.57011,47.97647,-89.64354,-89,0,5,1,1
137.992,10392,35,NOERROR,2,1,1,0,-88.57011,6.073612,-124.8193,86.14752,15.06132,0.008294322,-0.3322816,0.2048801,-88.57011,47.77037,-89.75493,-89,0,4,1,1
138.005,10393,35,NOERROR,2,1,1,0,-88.57011,5.80994,-124.5557,85.70807,15.06567,0.008299968,-0.3325078,0.2070543,-88.57011,47.46036,-89.92075,-89,0,5,1,1
138.018,10394,35,NOERROR,2,1,1,0,-88.57011,5.634159,-124.3799,85.26862,15.07065,0.008303593,-0.332653,0.2085043,-88.57011,47.25312,-90.03051,-89,0,5,1,1
138.032,10395,35,NOERROR,2,1,1,0,-88.57011,5.458378,-124.2041,84.82916,15.07384,0.008307109,-0.3327939,0.2099547,-88.57011,47.04541,-90.13958,-89,0,4,1,1
138.045,10396,35,NOERROR,2,1,1,0,-88.57011,5.194706,-123.9404,84.38971,15.07384,0.008312171,-0.3329967,0.2121312,-88.57011,46.73302,-90.30201,-89,0,5,1,1
138.058,10397,35,NOERROR,2,1,1,0,-88.57011,5.018925,-123.7646,83.95026,15.0757,0.008315409,-0.3331264,0.2135827,-88.57011,46.5242,-90.40948,-89,0,5,1,1
138.071,10398,35,NOERROR,2,1,1,0,-88.57011,4.843143,-123.5889,83.5108,15.07951,0.008318535,-0.3332516,0.2150346,-88.57011,46.31491,-90.5163,-89,-1,5,1,1
138.085,10399,35,NOERROR,2,1,1,0,-88.57011,4.579472,-123.3252,83.07135,15.07749,0.008323016,-0.3334311,0.2172131,-88.57011,46.00016,-90.67528,-88,-1,5,1,1
138.098,10400,35,NOERROR,2,1,1,0,-88.57011,4.40369,-123.1494,82.6319,15.08075,0.008325863,-0.3335452,0.2186659,-88.57011,45.78976,-90.78046,-89,-1,6,1,1
138.111,10401,35,NOERROR,2,1,1,0,-88.57011,4.227909,-122.8857,82.19244,15.08099,0.008338372,-0.3340463,0.2203335,-88.57011,45.49745,-90.76379,-89,-1,6,1,1
138.124,10402,35,NOERROR,2,1,1,0,-88.57011,3.964237,-122.71,81.6651,15.08176,0.008332497,-0.333811,0.2222995,-88.57011,45.26181,-91.0405,-89,-1,6,1,1
138.138,10403,35,NOERROR,2,1,1,0,-88.57011,3.788456,-122.4463,81.22565,15.0834,0.008344726,-0.3343009,0.2239678,-88.57011,44.96875,-91.02128,-89,-1,5,1,1
138.151,10404,35,NOERROR,2,1,1,0,-88.57011,3.612675,-122.1826,80.78619,15.08495,0.008356852,-0.3347867,0.2256358,-88.57011,44.67554,-91.00022,-89,-1,6,1,1
138.164,10405,35,NOERROR,2,1,1,0,-88.57011,3.349003,-122.0068,80.25885,15.08759,0.008350385,-0.3345276,0.2276039,-88.57011,44.43729,-91.27462,-89,-1,6,1,1
138.177,10406,35,NOERROR,2,1,1,0,-88.57011,3.173222,-121.7432,79.8194,15.09132,0.008362232,-0.3350022,0.2292726,-88.57011,44.14334,-91.25099,-89,-1,6,1,1
138.191,10407,35,NOERROR,2,1,1,0,-88.57011,2.99744,-121.4795,79.29205,15.0963,0.008373978,-0.3354727,0.230941,-88.57011,43.84929,-91.22555,-88,-1,6,1,1
138.204,10408,35,NOERROR,2,1,1,0,-88.57011,2.733768,-121.3037,78.8526,15.09863,0.008366916,-0.3351899,0.232911,-88.57011,43.60845,-91.49765,-89,-1,5,1,1
138.217,10409,35,NOERROR,2,1,1,0,-88.57011,2.557987,-121.04,78.41315,15.10422,0.008378383,-0.3356492,0.2345799,-88.57011,43.31369,-91.46964,-89,-1,6,1,1
138.231,10410,35,NOERROR,2,1,1,0,-88.57011,2.382206,-120.7764,77.8858,15.10881,0.008389745,-0.3361044,0.2362484,-88.57011,43.01884,-91.43986,-88,-1,6,1,1
138.244,10411,35,NOERROR,2,1,1,0,-88.57011,2.206425,-120.6006,77.44635,15.11075,0.008391201,-0.3361627,0.2377045,-88.57011,42.80357,-91.5353,-88,-1,6,1,1
138.257,10412,35,NOERROR,2,1,1,0,-88.57011,1.942753,-120.3369,77.0069,15.11674,0.008393173,-0.3362418,0.239889,-88.57011,42.47991,-91.67728,-88,-1,6,1,1
138.27,10413,35,NOERROR,2,1,1,0,-88.57011,1.766972,-120.0732,76.47955,15.12086,0.008404153,-0.3366816,0.2415574,-88.57011,42.18431,-91.64318,-89,-1,6,1,1
138.284,10414,35,NOERROR,2,1,1,0,-88.57011,1.59119,-119.8096,76.0401,15.12591,0.008415031,-0.3371174,0.2432255,-88.57011,41.88866,-91.60728,-88,-1,5,1,1
138.297,10415,35,NOERROR,2,1,1,0,-88.57011,1.415409,-119.5459,75.60065,15.13516,0.008425804,-0.337549,0.244893,-88.57011,41.59294,-91.56969,-89,-1,5,1,1
138.31,10416,35,NOERROR,2,1,1,0,-88.57011,1.239628,-119.2822,75.0733,15.14332,0.008436474,-0.3379764,0.2465601,-88.57011,41.29716,-91.53034,-88,-1,6,1,1
138.323,10417,35,NOERROR,2,1,1,0,-88.57011,0.975956,-119.0186,74.63385,15.1556,0.008437528,-0.3380187,0.2487456,-88.57011,40.97108,-91.66473,-89,0,5,1,1
138.337,10418,35,NOERROR,2,1,1,0,-88.57011,0.8001747,-118.7549,74.10651,15.165,0.008447927,-0.3384353,0.2504122,-88.57011,40.67491,-91.62212,-89,0,5,1,1
138.35,10419,35,NOERROR,2,1,1,0,-88.57011,0.6243935,-118.4912,73.66705,15.17891,0.008458222,-0.3388477,0.2520784,-88.57011,40.37873,-91.57783,-89,0,4,1,1
138.363,10420,35,NOERROR,2,1,1,0,-88.57011,0.4486122,-118.2275,73.2276,15.19384,0.008468415,-0.339256,0.2537439,-88.57011,40.08253,-91.53184,-89,0,4,1,1
138.376,10421,35,NOERROR,2,1,1,0,-88.57011,0.1849403,-117.876,72.70026,15.20985,0.008478576,-0.3396631,0.2561375,-88.57011,39.67696,-91.5266,-89,0,4,1,1
138.39,10422,35,NOERROR,2,1,1,0,-88.57011,0.009159088,-117.6123,72.2608,15.2257,0.008488505,-0.3400609,0.2578019,-88.57011,39.38065,-91.4767,-89,0,5,1,1
138.403,10423,35,NOERROR,2,1,1,0,-88.57011,-0.1666222,-117.3486,71.82135,15.24334,0.008498332,-0.3404545,0.2594658,-88.57011,39.08431,-91.42511,-89,0,4,1,1
138.416,10424,35,NOERROR,2,1,1,0,-88.57011,-0.430294,-116.9971,71.29401,15.26044,0.008507931,-0.3408391,0.2618576,-88.57011,38.67826,-91.4127,-89,0,5,1,1
138.429,10425,35,NOERROR,2,1,1,0,-88.57011,-0.6060753,-116.7334,70.85455,15.27684,0.008517493,-0.3412222,0.2635202,-88.57011,38.38187,-91.3573,-89,0,4,1,1
138.443,10426,35,NOERROR,2,1,1,0,-88.57011,-0.7818565,-116.3818,70.32721,15.29386,0.008536858,-0.341998,0.2653861,-88.57011,38.00909,-91.16267,-89,0,4,1,1
138.456,10427,35,NOERROR,2,1,1,0,-88.57011,-1.045528,-116.0303,69.79987,15.30879,0.008545903,-0.3423603,0.2677752,-88.57011,37.60299,-91.14236,-89,0,4,1,1
138.469,10428,35,NOERROR,2,1,1,0,-88.57011,-1.22131,-115.6787,69.27252,15.32332,0.008565035,-0.3431267,0.2696373,-88.57011,37.23097,-90.94145,-89,0,4,1,1
138.482,10429,35,NOERROR,2,1,1,0,-88.57011,-1.484982,-115.3271,68.74518,15.3391,0.008573684,-0.3434732,0.2720243,-88.57011,36.82494,-90.91549,-89,0,4,1,1
138.496,10430,35,NOERROR,2,1,1,0,-88.57011,-1.660763,-114.9756,68.12994,15.35495,0.008592584,-0.3442304,0.2738825,-88.57011,36.45372,-90.70838,-89,0,5,1,1
138.509,10431,35,NOERROR,2,1,1,0,-88.57011,-1.924435,-114.624,67.51471,15.36933,0.008600838,-0.3445611,0.2762672,-88.57011,36.04779,-90.6768,-89,0,5,1,1
138.522,10432,35,NOERROR,2,1,1,0,-88.57011,-2.100216,-114.2725,66.89948,15.38456,0.008619507,-0.345309,0.2781214,-88.57011,35.67743,-90.46361,-89,0,5,1,1
138.535,10433,35,NOERROR,2,1,1,0,-88.57011,-2.363888,-113.9209,66.37213,15.39902,0.008627365,-0.3456238,0.2805036,-88.57011,35.27168,-90.42654,-89,0,5,1,1
138.549,10434,35,NOERROR,2,1,1,0,-88.57011,-2.62756,-113.5693,65.66901,15.4134,0.008634981,-0.3459289,0.2828849,-88.57011,34.8658,-90.38683,-89,0,5,1,1
138.562,10435,35,NOERROR,2,1,1,0,-88.57011,-2.891232,-113.2178,65.05377,15.427,0.008642354,-0.3462243,0.285265,-88.57011,34.45982,-90.34449,-89,0,5,1,1
138.575,10436,35,NOERROR,2,1,1,0,-88.57011,-3.067013,-112.8662,64.43854,15.44021,0.008660484,-0.3469506,0.287112,-88.57011,34.09106,-90.11973,-89,0,5,1,1
138.588,10437,35,NOERROR,2,1,1,0,-88.57011,-3.330685,-112.5146,63.8233,15.45187,0.008667462,-0.3472301,0.2894894,-88.57011,33.68537,-90.07205,-89,0,6,1,1
138.602,10438,35,NOERROR,2,1,1,0,-88.57011,-3.594357,-112.1631,63.20807,15.45941,0.008674197,-0.3474999,0.2918656,-88.57011,33.27961,-90.02179,-88,0,6,1,1
138.615,10439,35,NOERROR,2,1,1,0,-88.57011,-3.858028,-111.8115,62.59283,15.46656,0.008680687,-0.3477599,0.2942406,-88.57011,32.87378,-89.96897,-88,-1,7,1,1
138.628,10440,35,NOERROR,2,1,1,0,-88.57011,-4.1217,-111.46,61.9776,15.46967,0.008686935,-0.3480102,0.2966143,-88.57011,32.46791,-89.91361,-88,0,6,1,1
138.641,10441,35,NOERROR,2,1,1,0,-88.57011,-4.385372,-111.1084,61.36237,15.47239,0.008692941,-0.3482508,0.2989866,-88.57011,32.06202,-89.85574,-88,0,6,1,1
138.655,10442,35,NOERROR,2,1,1,0,-88.57011,-4.649044,-110.7568,60.83502,15.47573,0.008698703,-0.3484817,0.3013576,-88.57011,31.65611,-89.79534,-88,0,6,1,1
138.668,10443,35,NOERROR,2,1,1,0,-88.57011,-4.912716,-110.4053,60.30768,15.47643,0.008704222,-0.3487028,0.3037271,-88.57011,31.25019,-89.73246,-88,0,6,1,1
138.681,10444,35,NOERROR,2,1,1,0,-88.57011,-5.088497,-110.0537,59.69244,15.4786,0.008721204,-0.3493831,0.3055594,-88.57011,30.88506,-89.48605,-88,-1,6,1,1
138.694,10445,35,NOERROR,2,1,1,0,-88.57011,-5.352169,-109.7021,59.1651,15.48234,0.00872633,-0.3495884,0.3079256,-88.57011,30.47962,-89.41812,-88,0,6,1,1
138.708,10446,35,NOERROR,2,1,1,0,-88.57011,-5.615841,-109.3506,58.63776,15.4856,0.008731212,-0.349784,0.3102902,-88.57011,30.07422,-89.34777,-88,0,5,1,1
138.721,10447,35,NOERROR,2,1,1,0,-88.57011,-5.879513,-108.999,58.02252,15.49127,0.008735851,-0.3499699,0.3126532,-88.57011,29.66888,-89.27499,-89,0,5,1,1
138.734,10448,35,NOERROR,2,1,1,0,-88.57011,-6.143185,-108.6475,57.49518,15.49438,0.008740247,-0.350146,0.3150146,-88.57011,29.26359,-89.19981,-89,0,4,1,1
138.747,10449,35,NOERROR,2,1,1,0,-88.57011,-6.406857,-108.2959,56.87994,15.50371,0.008744401,-0.3503124,0.3173743,-88.57011,28.85837,-89.12226,-89,0,4,1,1
138.761,10450,35,NOERROR,2,1,1,0,-88.57011,-6.670528,-107.9443,56.44049,15.5149,0.008748312,-0.3504691,0.3197322,-88.57011,28.45324,-89.04236,-89,0,4,1,1
138.774,10451,35,NOERROR,2,1,1,0,-88.57011,-6.9342,-107.5928,55.91315,15.52407,0.008751982,-0.3506161,0.3220884,-88.57011,28.04817,-88.96006,-89,0,4,1,1
138.787,10452,35,NOERROR,2,1,1,0,-88.57011,-7.285763,-107.1533,55.3858,15.54117,0.008753118,-0.3506616,0.3251655,-88.57011,27.5309,-88.89941,-89,0,3,1,1
138.8,10453,35,NOERROR,2,1,1,0,-88.57011,-7.549435,-106.8018,54.94635,15.55811,0.008756219,-0.3507859,0.3275175,-88.57011,27.12598,-88.81191,-89,0,4,1,1
138.814,10454,35,NOERROR,2,1,1,0,-88.57011,-7.813107,-106.3623,54.5069,15.58018,0.00876924,-0.3513075,0.3300507,-88.57011,26.65398,-88.56271,-89,0,4,1,1
138.827,10455,35,NOERROR,2,1,1,0,-88.57011,-8.164669,-106.0107,53.97955,15.60607,0.008759132,-0.3509026,0.332937,-88.57011,26.20393,-88.65218,-89,1,3,1,1
138.84,10456,35,NOERROR,2,1,1,0,-88.57011,-8.428341,-105.5713,53.5401,15.63793,0.008771598,-0.351402,0.3354644,-88.57011,25.733,-88.3966,-89,0,4,1,1
138.853,10457,35,NOERROR,2,1,1,0,-88.57011,-8.692013,-105.1318,53.10065,15.66886,0.008783846,-0.3518926,0.3379878,-88.57011,25.26293,-88.13725,-88,0,4,1,1
138.867,10458,35,NOERROR,2,1,1,0,-88.57011,-9.043575,-104.6924,52.5733,15.70625,0.008782828,-0.3518519,0.3410476,-88.57011,24.74678,-88.05688,-88,0,4,1,1
138.88,10459,35,NOERROR,2,1,1,0,-88.57011,-9.395138,-104.2529,52.04596,15.74216,0.008781375,-0.3517936,0.3441038,-88.57011,24.23065,-87.97314,-88,0,4,1,1
138.893,10460,35,NOERROR,2,1,1,0,-88.57011,-9.65881,-103.8135,51.51862,15.77798,0.008792769,-0.3522501,0.3466164,-88.57011,23.76271,-87.70332,-88,0,5,1,1
138.906,10461,35,NOERROR,2,1,1,0,-88.57011,-10.01037,-103.374,50.90338,15.81055,0.008790567,-0.3521618,0.3496656,-88.57011,23.24725,-87.61289,-88,0,5,1,1
138.92,10462,35,NOERROR,2,1,1,0,-88.57011,-10.36193,-102.8467,50.37604,15.84226,0.008798167,-0.3524663,0.3528874,-88.57011,22.6681,-87.35366,-88,0,5,1,1
138.933,10463,35,NOERROR,2,1,1,0,-88.57011,-10.62561,-102.4072,49.7608,15.86682,0.008808722,-0.3528892,0.3553873,-88.57011,22.20275,-87.07288,-89,0,5,1,1
138.946,10464,35,NOERROR,2,1,1,0,-88.57011,-10.97717,-101.8799,49.23346,15.88819,0.008815608,-0.353165,0.3585983,-88.57011,21.6257,-86.80482,-89,0,4,1,1
138.959,10465,35,NOERROR,2,1,1,0,-88.57011,-11.32873,-101.4404,48.61823,15.90327,0.008811806,-0.3530128,0.3616309,-88.57011,21.11214,-86.70013,-89,0,4,1,1
138.973,10466,35,NOERROR,2,1,1,0,-88.57011,-11.68029,-100.9131,48.00299,15.91392,0.008817856,-0.3532551,0.3648311,-88.57011,20.53678,-86.42361,-88,0,4,1,1
138.986,10467,35,NOERROR,2,1,1,0,-88.57011,-12.03186,-100.3857,47.47565,15.92433,0.008823495,-0.353481,0.3680252,-88.57011,19.96251,-86.1425,-89,0,4,1,1
138.999,10468,35,NOERROR,2,1,1,0,-88.57011,-12.38342,-99.8584,46.86041,15.92519,0.008828724,-0.3536905,0.371213,-88.57011,19.38936,-85.85689,-88,0,4,1,1
139.012,10469,35,NOERROR,2,1,1,0,-88.57011,-12.73498,-99.33105,46.24518,15.92736,0.008833543,-0.3538835,0.3743946,-88.57011,18.81734,-85.5668,-88,0,5,1,1
139.026,10470,35,NOERROR,2,1,1,0,-88.57011,-13.08654,-98.80371,45.62994,15.9269,0.008837951,-0.3540602,0.3775696,-88.57011,18.24645,-85.27233,-88,0,5,1,1
139.039,10471,35,NOERROR,2,1,1,0,-88.57011,-13.43811,-98.27637,45.01471,15.9269,0.008841952,-0.3542204,0.380738,-88.57011,17.67671,-84.97356,-88,0,6,1,1
139.052,10472,35,NOERROR,2,1,1,0,-88.57011,-13.78967,-97.74902,44.48737,15.92503,0.008845543,-0.3543642,0.3838997,-88.57011,17.10814,-84.67053,-88,0,5,1,1
139.065,10473,35,NOERROR,2,1,1,0,-88.57011,-14.14123,-97.22168,43.87213,15.91858,0.008848725,-0.3544918,0.3870546,-88.57011,16.54073,-84.36332,-88,0,6,1,1
139.079,10474,35,NOERROR,2,1,1,0,-88.57011,-14.49279,-96.69434,43.2569,15.91034,0.008851501,-0.354603,0.3902026,-88.57011,15.9745,-84.05195,-88,0,6,1,1
139.092,10475,35,NOERROR,2,1,1,0,-88.57011,-14.93225,-96.16699,42.55377,15.90413,0.008838801,-0.3540942,0.3938873,-88.57011,15.35509,-83.92142,-88,0,6,1,1
139.105,10476,35,NOERROR,2,1,1,0,-88.57011,-15.28381,-95.55176,41.93854,15.89464,0.008851049,-0.3545849,0.3971803,-88.57011,14.73351,-83.42526,-88,0,5,1,1
139.118,10477,35,NOERROR,2,1,1,0,-88.57011,-15.63537,-95.02441,41.3233,15.88314,0.008852497,-0.3546429,0.4003057,-88.57011,14.17094,-83.10132,-88,0,6,1,1
139.132,10478,35,NOERROR,2,1,1,0,-88.57011,-15.98693,-94.49707,40.70807,15.87653,0.008853536,-0.3546845,0.4034237,-88.57011,13.60957,-82.77357,-88,0,6,1,1
139.145,10479,35,NOERROR,2,1,1,0,-88.57011,-16.42639,-93.96973,40.00494,15.87032,0.0088386,-0.3540862,0.407078,-88.57011,12.99354,-82.62731,-88,0,7,1,1
139.158,10480,35,NOERROR,2,1,1,0,-88.57011,-16.77795,-93.35449,39.38971,15.86721,0.00884917,-0.3545096,0.4103349,-88.57011,12.37872,-82.11225,-87,0,6,1,1
139.171,10481,35,NOERROR,2,1,1,0,-88.57011,-17.12951,-92.82715,38.77448,15.86721,0.008848892,-0.3544984,0.4134288,-88.57011,11.82108,-81.77269,-87,0,6,1,1
139.185,10482,35,NOERROR,2,1,1,0,-88.57011,-17.48108,-92.2998,38.15924,15.87047,0.008848208,-0.354471,0.4165148,-88.57011,11.26468,-81.42954,-87,-1,7,1,1
139.198,10483,35,NOERROR,2,1,1,0,-88.57011,-17.92053,-91.77246,37.54401,15.87482,0.008831052,-0.3537838,0.4201363,-88.57011,10.65227,-81.26863,-87,-1,7,1,1
139.211,10484,35,NOERROR,2,1,1,0,-88.57011,-18.27209,-91.24512,36.92877,15.88252,0.008829447,-0.3537195,0.4232062,-88.57011,10.09803,-80.91859,-87,-1,7,1,1
139.224,10485,35,NOERROR,2,1,1,0,-88.57011,-18.62365,-90.71777,36.31354,15.8899,0.008827441,-0.3536391,0.426268,-88.57011,9.545036,-80.56512,-87,-2,8,1,1
139.238,10486,35,NOERROR,2,1,1,0,-88.57011,-18.97522,-90.19043,35.6983,15.89449,0.008825038,-0.3535428,0.4293215,-88.57011,8.99326,-80.20824,-87,-2,8,1,1
139.251,10487,35,NOERROR,2,1,1,0,-88.57011,-19.32678,-89.66309,35.08307,15.90343,0.008822231,-0.3534304,0.4323665,-88.57011,8.442745,-79.84811,-87,-3,8,1,1
139.264,10488,35,NOERROR,2,1,1,0,-88.57011,-19.67834,-89.22363,34.46783,15.90677,0.008808487,-0.3528798,0.4352588,-88.57011,7.945682,-79.66958,-87,-1,7,1,1
139.277,10489,35,NOERROR,2,1,1,0,-88.57011,-20.0299,-88.69629,33.8526,15.90793,0.008804874,-0.352735,0.438288,-88.57011,7.397248,-79.30359,-87,-2,8,1,1
139.291,10490,35,NOERROR,2,1,1,0,-88.57011,-20.38147,-88.16895,33.32526,15.90887,0.008800864,-0.3525744,0.4413086,-88.57011,6.850061,-78.93444,-87,-2,8,1,1
139.304,10491,35,NOERROR,2,1,1,0,-88.57011,-20.73303,-87.72949,32.71002,15.90964,0.008785888,-0.3519744,0.4441792,-88.57011,6.355159,-78.74864,-87,-1,7,1,1
139.317,10492,35,NOERROR,2,1,1,0,-88.57011,-21.08459,-87.29004,32.18268,15.91034,0.0087705,-0.351358,0.4470429,-88.57011,5.860696,-78.56066,-86,-1,7,1,1
139.33,10493,35,NOERROR,2,1,1,0,-88.57011,-21.34826,-86.85059,31.65534,15.91089,0.008771913,-0.3514146,0.4493608,-88.57011,5.427287,-78.18462,-87,-1,8,1,1
139.344,10494,35,NOERROR,2,1,1,0,-88.57011,-21.69983,-86.32324,31.21588,15.91446,0.008766404,-0.3511939,0.4523496,-88.57011,4.884204,-77.80502,-86,-2,7,1,1
139.357,10495,35,NOERROR,2,1,1,0,-88.57011,-21.9635,-85.97168,30.68854,15.91897,0.008756714,-0.3508057,0.4545165,-88.57011,4.502549,-77.61247,-87,-2,8,1,1
139.37,10496,35,NOERROR,2,1,1,0,-88.57011,-22.31506,-85.53223,30.24909,15.92239,0.008739905,-0.3501323,0.4573533,-88.57011,4.010768,-77.41655,-87,-1,7,1,1
139.383,10497,35,NOERROR,2,1,1,0,-88.57011,-22.57873,-85.09277,29.80963,15.92915,0.008740295,-0.3501479,0.4596459,-88.57011,3.581002,-77.03252,-87,-2,8,1,1
139.397,10498,35,NOERROR,2,1,1,0,-88.57011,-22.93029,-84.74121,29.28229,15.93374,0.008712164,-0.3490209,0.4623336,-88.57011,3.139106,-77.02164,-87,-2,8,1,1
139.41,10499,35,NOERROR,2,1,1,0,-88.57011,-23.19397,-84.30176,28.84284,15.9405,0.008712034,-0.3490157,0.4646146,-88.57011,2.710949,-76.63439,-86,-2,7,1,1
139.423,10500,35,NOERROR,2,1,1,0,-88.57011,-23.45764,-83.9502,28.40338,15.9485,0.008701062,-0.3485762,0.4667557,-88.57011,2.331776,-76.43479,-86,-2,7,1,1
139.436,10501,35,NOERROR,2,1,1,0,-88.57011,-23.72131,-83.59863,27.96393,15.95977,0.008689865,-0.3481276,0.4688922,-88.57011,1.953011,-76.23403,-87,-2,7,1,1
139.45,10502,35,NOERROR,2,1,1,0,-88.57011,-23.98498,-83.24707,27.52448,15.96949,0.008678442,-0.34767,0.471024,-88.57011,1.57469,-76.03213,-87,-2,7,1,1
139.463,10503,35,NOERROR,2,1,1,0,-88.57011,-24.24865,-82.89551,27.08502,15.97905,0.008666796,-0.3472034,0.473151,-88.57011,1.196781,-75.82909,-87,-1,7,1,1
139.476,10504,35,NOERROR,2,1,1,0,-88.57011,-24.51233,-82.54395,26.64557,15.99187,0.008654926,-0.3467279,0.4752733,-88.57011,0.8192984,-75.62488,-87,-1,7,1,1
139.489,10505,35,NOERROR,2,1,1,0,-88.57011,-24.776,-82.19238,26.20612,16.00594,0.008642832,-0.3462434,0.4773907,-88.57011,0.44226,-75.41959,-87,-1,6,1,1
139.503,10506,35,NOERROR,2,1,1,0,-88.57011,-25.03967,-81.84082,25.76666,16.02133,0.008630517,-0.34575,0.4795032,-88.57011,0.06562789,-75.21317,-87,-1,7,1,1
139.516,10507,35,NOERROR,2,1,1,0,-88.57011,-25.30334,-81.57715,25.32721,16.03501,0.008607316,-0.3448206,0.4814816,-88.57011,-0.2646784,-75.19653,-87,-1,7,1,1
139.529,10508,35,NOERROR,2,1,1,0,-88.57011,-25.56701,-81.31348,24.88776,16.04387,0.008583888,-0.3438821,0.4834556,-88.57011,-0.5952716,-75.17886,-87,-1,6,1,1
139.542,10509,35,NOERROR,2,1,1,0,-88.57011,-25.74279,-80.96191,24.44831,16.05078,0.008589472,-0.3441058,0.4850272,-88.57011,-0.9063151,-74.78498,-87,-1,6,1,1
139.556,10510,35,NOERROR,2,1,1,0,-88.57011,-26.00647,-80.69824,24.09674,16.05117,0.008565667,-0.3431521,0.486994,-88.57011,-1.236521,-74.76592,-87,-1,6,1,1
139.569,10511,35,NOERROR,2,1,1,0,-88.57011,-26.27014,-80.43457,23.65729,16.05117,0.008541638,-0.3421895,0.4889563,-88.57011,-1.566991,-74.74584,-87,-1,6,1,1
139.582,10512,35,NOERROR,2,1,1,0,-88.57011,-26.44592,-80.1709,23.21784,16.04223,0.008536164,-0.3419701,0.4903901,-88.57011,-1.831782,-74.54108,-87,-1,6,1,1
139.595,10513,35,NOERROR,2,1,1,0,-88.57011,-26.70959,-79.90723,22.86627,16.03299,0.008511759,-0.3409925,0.492345,-88.57011,-2.162269,-74.51949,-87,-1,6,1,1
139.609,10514,35,NOERROR,2,1,1,0,-88.57011,-26.97326,-79.64355,22.42682,16.01332,0.008487129,-0.3400058,0.4942954,-88.57011,-2.492999,-74.49689,-87,-1,7,1,1
139.622,10515,35,NOERROR,2,1,1,0,-88.57011,-27.14904,-79.37988,22.07526,15.99265,0.008481262,-0.3397707,0.4957205,-88.57011,-2.75701,-74.29054,-87,-1,6,1,1
139.635,10516,35,NOERROR,2,1,1,0,-88.57011,-27.41272,-79.11621,21.7237,15.96343,0.008456259,-0.338769,0.4976633,-88.57011,-3.08775,-74.26644,-87,-1,7,1,1
